cluster_id,canonical_dish,member_dish,support_count,proposed,accept
4267,ต้มข่าปลาสลิต,ต้มข่าปลาสลิต,1,1,1
4268,ยำไข่ปลาดุก,ยำไข่ปลาดุก,1,1,1
4269,เนื้อปูก้อนใหญ่ผัดผงกระหรี่,เนื้อปูก้อนใหญ่ผัดผงกระหรี่,1,1,1
4270,ฉู่ฉี่หมูกรอบ,ฉู่ฉี่หมูกรอบ,1,1,1
4271,ยำหมูยอเวียดนาม,ยำหมูยอเวียดนาม,1,1,1
4272,ผัดหวานผัดปลากรอบ,ผัดหวานผัดปลากรอบ,1,1,1
4273,หมูกรอบทอด,หมูกรอบทอด,4,1,1
4274,ต้มข่าปลากรอบ,ต้มข่าปลากรอบ,1,1,1
4275,กุ้งทอดอร่อยมาก,กุ้งทอดอร่อยมาก,1,1,1
4276,ฟองเต้าหู้ทอดไส้กุ้ง,ฟองเต้าหู้ทอดไส้กุ้ง,1,1,1
4277,ขนมปังหน้าหมู,ขนมปังหน้าหมู,3,1,1
4278,กุ้งเต็มคำ,กุ้งเต็มคำ,1,1,1
4279,หมูมีกุ้ง,หมูมีกุ้ง,1,1,1
4280,ปลาลาดพริกเจอ,ปลาลาดพริกเจอ,1,1,1
4281,ข้าวหอมมะลิโค้ก,ข้าวหอมมะลิโค้ก,1,1,1
4282,กระเพราทะเลไก่ดาว,กระเพราทะเลไก่ดาว,1,1,1
4283,ข้าวโพดอบชีส,ข้าวโพดอบชีส,2,1,1
4284,เนื้อหมูสามชั้น,เนื้อหมูสามชั้น,3,1,1
4284,เนื้อหมูสามชั้น,เนื้อสามชั้น,2,1,0
4285,หมูเกาหลี,หมูเกาหลี,1,1,1
4286,หมูย่างรวม,หมูย่างรวม,1,1,1
4287,ไก่ทอดเกาหลีก็อร่อยทุกรสชาต,ไก่ทอดเกาหลีก็อร่อยทุกรสชาต,1,1,1
4288,บุฟเฟ่หมู,บุฟเฟ่หมู,1,1,1
4289,บุฟเฟ่เนื้อ,บุฟเฟ่เนื้อ,1,1,1
4290,กระดูกหมูหมัก,กระดูกหมูหมัก,1,1,1
4291,เนื้อหมูหมักซอสบาบีคิว,เนื้อหมูหมักซอสบาบีคิว,1,1,1
4292,บุฟเฟ่ต์หมูย่าง,บุฟเฟ่ต์หมูย่าง,1,1,1
4293,หมูย่างสไตล์เกาหลี,หมูย่างสไตล์เกาหลี,1,1,1
4294,หมูสามชั้นหมักโคชูจัง,หมูสามชั้นหมักโคชูจัง,1,1,1
4295,หมูผัดโคชูจัง,หมูผัดโคชูจัง,1,1,1
4296,หมูแบบไม่หมัก,หมูแบบไม่หมัก,1,1,1
4297,หมูรวงผึ้ง,หมูรังผึ้ง,1,1,0
4297,หมูรวงผึ้ง,หมูรวงผึ้ง,1,1,1
4298,ผัดกระเทียม,ผัดกระเทียม,6,1,1
4299,เนื้อซี่โครงหมูหมัก,เนื้อซี่โครงหมูหมัก,1,1,1
4300,ไก่ทอดซอส,ไก่ทอดซอส,1,1,1
4301,หมูสามชั้นลายรังผึ้ง,หมูสามชั้นลายรังผึ้ง,1,1,1
4302,ซี่โครงหมูบาร์บิคิว,ซี่โครงหมูบาร์บิคิว,1,1,1
4302,ซี่โครงหมูบาร์บิคิว,ซี่โครงหมูบาบิคิว,1,1,0
4303,สปาเกตตี้ผัดซอสพริกแห้งโหระพาเบคอน,สปาเกตตี้ผัดซอสพริกแห้งโหระพาเบคอน,1,1,1
4304,สะโพกไก่,สะโพกไก่,1,1,1
4305,สเต็ดหมูสันนอด,สเต็ดหมูสันนอด,1,1,1
4306,สปาเกตตีเส้นหมึกดำทะเล,สปาเกตตีเส้นหมึกดำทะเล,1,1,1
4307,สเต๊กซีโครงหมูนุ่ม,สเต๊กซีโครงหมูนุ่ม,1,1,1
4308,ซี่โครงหมู BBQ,ซี่โครงหมู BBQ,1,1,1
4308,ซี่โครงหมู BBQ,ซี่โครงหมู BQQ,1,1,0
4309,ปอเปี๊ยะหลอดกุ้ง,ปอเปี๊ยะหลอดกุ้ง,1,1,1
4310,ก๋วยจั๊บญวนไก่,ก๋วยจั๊บญวนไก่,1,1,1
4311,ข้าวเปียก,ข้าวเปียก,2,1,1
4312,ยำหมูยอปากหม้อญวน,ยำหมูยอปากหม้อญวน,1,1,1
4313,หมูทอดเปรี้ยวกำลัง,หมูทอดเปรี้ยวกำลัง,1,1,1
4314,ข้าวเกรียบปากหม้อ Home Made,ข้าวเกรียบปากหม้อ Home Made,1,1,1
4315,เนื้อซุปเนื้อ,เนื้อซุปเนื้อ,1,1,1
4316,ซุปหมู,ซุปหมู,2,1,1
4317,ข้าวเปียกเส้น,ข้าวเปียกเส้น,3,1,1
4318,กุ้งหลอดทอด,กุ้งหลอดทอด,1,1,1
4319,น้ำซุปเฝอ,น้ำซุปเฝอ,1,1,1
4320,แหนมหมูซี่โครงอ่อนทอด,แหนมหมูซี่โครงอ่อนทอด,1,1,1
4321,แกงเส้นไก่,แกงเส้นไก่,1,1,1
4322,เฝอแห้งเนื้อแท้,เฝอแห้งเนื้อแท้,1,1,1
4323,แหนมหมู,แหนมหมู,2,1,1
4324,เนื้อย่างหายากพิเศษ,เนื้อย่างหายากพิเศษ,1,1,1
4325,เบอร์เกอร์พร้อมเนื้อ,เบอร์เกอร์พร้อมเนื้อ,1,1,1
4326,เกาเหลาหมูน้ำตก,เกาเหลาหมูน้ำตก,1,1,1
4327,หมูต้มยำเครื่องในนุ่มไม่เหน,หมูต้มยำเครื่องในนุ่มไม่เหน,1,1,1
4328,หมูสะดุ้ง,หมูสะดุ้ง,1,1,1
4329,เส้นเล็กหมูชิ้นสดน้ำตก,เส้นเล็กหมูชิ้นสดน้ำตก,1,1,1
4330,ก๋วยเตี๋ยวเนื้อรวมมิตรพิเศษ,ก๋วยเตี๋ยวเนื้อรวมมิตรพิเศษ,1,1,1
4331,ก๋วยเตี๋ยวเนื้อสูตรโกฮับ,ก๋วยเตี๋ยวเนื้อสูตรโกฮับ,1,1,1
4332,ข้าวเหนียวถั่วดำ,ข้าวเหนียวถั่วดำ,1,1,1
4333,ก๋วยเรือน้ำซุป,ก๋วยเรือน้ำซุป,1,1,1
4334,ก๋วยเตี๋ยวเรือหมูน้ำตก,ก๋วยเตี๋ยวเรือหมูน้ำตก,1,1,1
4335,ตับหมู,ตับหมู,1,1,1
4336,ก๋วยเตี๋ยวต้มยำหมู,ก๋วยเตี๋ยวต้มยำหมู,4,1,1
4336,ก๋วยเตี๋ยวต้มยำหมู,ก๋วยเตี๋ยวต้มยำกุ้ง,1,1,0
4337,หมูน้ำตก,หมูน้ำตก,2,1,1
4338,โฟแห้งต้มยำ,โฟแห้งต้มยำ,1,1,1
4339,เตี๋ยวเส้นเล็กน้ำตกหมู,เตี๋ยวเส้นเล็กน้ำตกหมู,1,1,1
4340,มาม่าน้ำตกหมู,มาม่าน้ำตกหมู,1,1,1
4341,เตี๋ยวเรือหมูน้ำตก,เตี๋ยวเรือหมูน้ำตก,1,1,1
4342,ผัดต้นอ่อนทานตะวัน,ผัดต้นอ่อนทานตะวัน,1,1,1
4343,ไอศกรีมข้าวเหนียว,ไอศครีมข้าวเหนียว,1,1,0
4343,ไอศกรีมข้าวเหนียว,ไอศกรีมข้าวเหนียว,1,1,1
4344,หมึกทอดกระเทียม-ทอดยังไงให้อ,หมึกทอดกระเทียม-ทอดยังไงให้อ,1,1,1
4345,ปลาหมึกทอดกระเทียม-ทอดยังไงให้อ,ปลาหมึกทอดกระเทียม-ทอดยังไงให้อ,1,1,1
4346,แกงป่าลูกชิ้นปลา,แกงป่าลูกชิ้นปลา,2,1,1
4347,ยำปลาทู,ยำปลาทู,3,1,1
4348,ปลาหมึกผัดกระเทียม,ปลาหมึกผัดกระเทียม,1,1,1
4349,ยอดตะวันผัดไฟแดง,ยอดตะวันผัดไฟแดง,1,1,1
4350,ปลาดุกทอดกรอบผัดพริกขิง,ปลาดุกทอดกรอบผัดพริกขิง,1,1,1
4351,ไก่แกงป่าเนื้อผัดเผ็ปลากด,ไก่แกงป่าเนื้อผัดเผ็ปลากด,1,1,1
4352,เนื้อผัดเผ็ปลากดุกกรอบก็อร่อ,เนื้อผัดเผ็ปลากดุกกรอบก็อร่อ,1,1,1
4353,ไอติมข้าวเหนียว,ไอติมข้าวเหนียว,1,1,1
4354,น้ำพริกกะปิปลาทู,น้ำพริกกะปิปลาทู,1,1,1
4355,แกงป่าลูกชิ้นปลาปราย,แกงป่าลูกชิ้นปลาปราย,1,1,1
4356,ไข่ปลาดุกทอดกระเทียม,ไข่ปลาดุกทอดกระเทียม,1,1,1
4357,แกงป่าปลาดุกย่าง,แกงป่าปลาดุกย่าง,1,1,1
4358,พุงปลาช่อนฉู่ฉี่,พุงปลาช่อนฉู่ฉี่,1,1,1
4359,ลาบกุ้ง,ลาบกุ้ง,1,1,1
4360,แกงไตปลาปลาดุกย่าง,แกงไตปลาปลาดุกย่าง,1,1,1
4361,ไข่ปลาดุ,ไข่ปลาดุ,1,1,1
4362,ต้มโคล้งปลาดุกย่าง,ต้มโคล้งปลาดุกย่าง,1,1,1
4363,วุ้นเส้นผัดไข่,วุ้นเส้นผัดไข่,1,1,1
4363,วุ้นเส้นผัดไข่,ผัดไทวุ้นเส้น,1,1,0
4364,ปลาดุกฟูผัดพริกแกง,ปลาดุกฟูผัดพริกแกง,1,1,1
4365,แกงคั่วเนื้อหอยขม,แกงคั่วเนื้อหอยขม,1,1,1
4366,สตอกะปิกุ้ง,สตอกะปิกุ้ง,1,1,1
4367,ข้าวหมูย่างน้ำจิ้มแจ่ว,ข้าวหมูย่างน้ำจิ้มแจ่ว,1,1,1
4368,ไก่ย่างส้มตำตามชื่อร้าน,ไก่ย่างส้มตำตามชื่อร้าน,1,1,1
4369,ไก่ย่างเวียงจันทร์ต้มยำ,ไก่ย่างเวียงจันทร์ต้มยำ,1,1,1
4370,แกงเลียงแบบเหนือ,แกงเลียงแบบเหนือ,1,1,1
4371,แกงโอ๊ะ,แกงโอ๊ะ,1,1,1
4372,แกงภาคเหนือ,แกงภาคเหนือ,1,1,1
4373,แกงหัวปลี,แกงหัวปลี,1,1,1
4374,แกงเขียวหวานมากับโรตี,แกงเขียวหวานมากับโรตี,1,1,1
4375,แกงคั่วปูก้อน,แกงคั่วปูก้อน,1,1,1
4376,อบซี่โครงหมูอ่อน,อบซี่โครงหมูอ่อน,1,1,1
4377,แกงเขียวหวานลูกชิ้นปลากรายผัดแห้ง,แกงเขียวหวานลูกชิ้นปลากรายผัดแห้ง,1,1,1
4378,ก๋วยเตี๋ยวผัดขี้เมา,ก๋วยเตี๋ยวผัดขี้เมา,1,1,1
4379,โรตีแกงเนื้อพริกขี้หนู,โรตีแกงเนื้อพริกขี้หนู,1,1,1
4380,เส้นใหญ่ผัดขี้เมาทะเล,เส้นใหญ่ผัดขี้เมาทะเล,2,1,1
4381,แกงเขียวหวานเนื้อใบชะพลู,แกงเขียวหวานเนื้อใบชะพลู,1,1,1
4382,ผัดวุ้นเส้นไหหลำ,ผัดวุ้นเส้นไหหลำ,1,1,1
4383,เขียวหวานเนื้อโรตี,เขียวหวานเนื้อโรตี,1,1,1
4384,ผัดวุ้นเส้นสไตลจีน,ผัดวุ้นเส้นสไตลจีน,1,1,1
4385,แกงส้มชะอมไหลบัวใส่กุ้ง,แกงส้มชะอมไหลบัวใส่กุ้ง,1,1,1
4386,Kang Som Lai Bau (แกงส้มไหลบัว),Kang Som Lai Bau (แกงส้มไหลบัว),1,1,1
4387,Roti Keaw Keao Warn (โรตีแกงเขียวหวาน),Roti Keaw Keao Warn (โรตีแกงเขียวหวาน),1,1,1
4388,แกงเขียวหวานเค็ม,แกงเขียวหวานเค็ม,1,1,1
4389,แกงปูก้อนกับใบชะพูชะอม,แกงปูก้อนกับใบชะพูชะอม,1,1,1
4390,แกงคั่วเนื้อปูใบชะพลู,แกงคั่วเนื้อปูใบชะพลู,1,1,1
4391,ปลาทอดตะไคร้,ปลาทอดตะไคร้,1,1,1
4392,แกงส้มชะอมทอดสายบัว,แกงส้มชะอมทอดสายบัว,1,1,1
4393,สุกี้จานร้อนเนื้อสัน,สุกี้จานร้อนเนื้อสัน,1,1,1
4394,ไก่ทอดใบเตย,ไก่ทอดใบเตย,1,1,1
4395,โรตีแกงเขียวหวานเนื้อพริกขึ้หนูสวน,โรตีแกงเขียวหวานเนื้อพริกขึ้หนูสวน,1,1,1
4396,ไก่ป๊อบ,ไก่อบ,1,1,0
4396,ไก่ป๊อบ,ไก่ป๊อบ,2,1,1
4397,ปลาแรดทอด,ปลาแรดทอด,1,1,1
4398,ปลาสวาย,ปลาสวาย,1,1,1
4399,บ่อตกปลา,บ่อตกปลา,1,1,1
4400,บ่อตกกุ้ง,บ่อตกกุ้ง,1,1,1
4401,ข้าวกะเพราหมูชิ้น,ข้าวกะเพราหมูชิ้น,1,1,1
4402,ต้มยำไข่ปลา,ต้มยำไข่ปลา,3,1,1
4403,ผัดหน่อไม้,ผัดหน่อไม้,1,1,1
4404,กระเพราไข่ปลา,กระเพราไข่ปลา,1,1,1
4405,เนื้อสเต็กพิคานย่า,เนื้อสเต็กพิคานย่า,1,1,1
4406,เนื้อเสต็กพิคานย่า,เนื้อเสต็กพิคานย่า,1,1,1
4407,ราดหน้าหมูห่อไข่,ราดหน้าหมูห่อไข่,1,1,1
4408,ข้าวไก่ผัดเผ็ดเม็ดมะม่วง,ข้าวไก่ผัดเผ็ดเม็ดมะม่วง,1,1,1
4409,สุกี้หมูโบราณ,สุกี้หมูโบราณ,1,1,1
4410,คั่วไก่เส้นกรอบ,คั่วไก่เส้นกรอบ,1,1,1
4411,น้ำจิ้มกุ้งกระเบื้อง,น้ำจิ้มกุ้งกระเบื้อง,1,1,1
4412,ลาดหน้าปลา,ลาดหน้าปลา,1,1,1
4413,บะหมี่หมูซอสเกรวี่,บะหมี่หมูซอสเกรวี่,1,1,1
4414,แหนมหมูกระดูกอ่อน,แหนมหมูกระดูกอ่อน,1,1,1
4415,ปลาฮ่องเต้,ปลาฮ่องเต้,1,1,1
4416,ตู้ปลาสด,ตู้ปลาสด,1,1,1
4417,ครอฟฟเฟิลไก่ทอด,ครอฟฟเฟิลไก่ทอด,1,1,1
4418,ปลาย่าง special,ปลาย่าง special,1,1,1
4419,พอร์คชอปหมู,พอร์คชอปหมู,1,1,1
4420,แกงคั่วหมูย่างชะพลู,แกงคั่วหมูย่างชะพลู,1,1,1
4421,ลาบดิบ,ลาบดิบ,1,1,1
4422,ผัดขนมจีน,ผัดขนมจีน,1,1,1
4423,ไก่ทอดจิ่มแจ่วมะแขว่น,ไก่ทอดจิ่มแจ่วมะแขว่น,1,1,1
4424,ข้าวซอยไก่กะทิเข้มข้น,ข้าวซอยไก่กะทิเข้มข้น,1,1,1
4425,แกงคัวไก่,แกงคัวไก่,1,1,1
4426,แกงจิ้นไก่,แกงจิ้นไก่,1,1,1
4427,แกงหน่อไม้ใส่กระดูกหมู,แกงหน่อไม้ใส่กระดูกหมู,1,1,1
4428,แกงผักหวานปลาย่าง,แกงผักหวานปลาย่าง,1,1,1
4429,ลาบปลา,ลาบปลา,1,1,1
4430,จิ้นไก่,จิ้นไก่,1,1,1
4431,แหนมหมูนึ่ง,แหนมหมูนึ่ง,1,1,1
4432,แกงหน่อไม้หมูใส่ชะอม,แกงหน่อไม้หมูใส่ชะอม,1,1,1
4433,ส้าเนื้อควาย,ส้าเนื้อควาย,1,1,1
4434,ไก่อทอดสมุนไพรทอดแห้งกรอบ,ไก่อทอดสมุนไพรทอดแห้งกรอบ,1,1,1
4435,จิ้นเนื้อแห้ง,จิ้นเนื้อแห้ง,1,1,1
4436,ไก่ทอดมะแขว่นน้ำจิ้มแจ่ว,ไก่ทอดมะแขว่นน้ำจิ้มแจ่ว,1,1,1
4437,ผัดไทไข่เป็ด,ผัดไทไข่เป็ด,1,1,1
4438,ข้าวผัดใส่คะน้าปลาเค็ม,ข้าวผัดใส่คะน้าปลาเค็ม,1,1,1
4439,ข้าวราดแขนงหมูกรอบไข่ดาว,ข้าวราดแขนงหมูกรอบไข่ดาว,1,1,1
4440,ก๋วยซ่ายขาวผัดหมูกรอบ,ก๋วยซ่ายขาวผัดหมูกรอบ,1,1,1
4441,ปลาทอดไม่กรอบผัดไก่เม็ดมะม,ปลาทอดไม่กรอบผัดไก่เม็ดมะม,1,1,1
4442,กุ้งอบวุ้นเส้นพอกินได้แต่ปริ,กุ้งอบวุ้นเส้นพอกินได้แต่ปริ,1,1,1
4443,ข้าวต้ม2+ข้าวสวย3+น้ำเปล่าน้,ข้าวต้ม2+ข้าวสวย3+น้ำเปล่าน้,1,1,1
4444,ข้าวผัดหมูย่าง,ข้าวผัดหมูย่าง,1,1,1
4445,สปาเก็ตตี้เนื้อย่าง,สปาเก็ตตี้เนื้อย่าง,1,1,1
4446,ยำสลัดเนื้อย่าง,ยำสลัดเนื้อย่าง,1,1,1
4447,สลัดน้ำตกไก่ย่าง,สลัดน้ำตกไก่ย่าง,1,1,1
4448,สปาร์เก็ตตี้ไข่กุ้ง,สปาร์เก็ตตี้ไข่กุ้ง,1,1,1
4448,สปาร์เก็ตตี้ไข่กุ้ง,สปาเก็ตตี้ไข่กุ้ง,1,1,0
4449,สลัดไก่ทอดครีมมะนาว,สลัดไก่ทอดครีมมะนาว,1,1,1
4450,เกี๊ยวไส้หมูปู,เกี๊ยวไส้หมูปู,1,1,1
4451,สปาเก็ตตี้เขียวหวานไก่,สปาเก็ตตี้เขียวหวานไก่,1,1,1
4452,ข้าวเนื้อย่าง,ข้าวเนื้อย่าง,1,1,1
4453,สลัดลาบไก่,สลัดลาบไก่,1,1,1
4454,น้องหมู,น้องหมู,1,1,1
4455,หมูตะไคร้,หมูตะไคร้,2,1,1
4456,สปาเก็ตตี้ครีมกุ้ง,สปาเก็ตตี้ครีมกุ้ง,2,1,1
4457,สลัดไก่กรอบ,สลัดไก่กรอบ,1,1,1
4458,ต้มซุปเปอร์ปีกไก่,ต้มซุปเปอร์ปีกไก่,1,1,1
4459,ยำปลาอินทรีย์,ยำปลาอินทรีย์,1,1,1
4460,ผักบุ้งผัดน้ำมันหอย,ผักบุ้งผัดน้ำมันหอย,1,1,1
4461,ข้าวผัดหมูกรอบ,ผัดผัดหมูกรอบ,1,1,0
4461,ข้าวผัดหมูกรอบ,หมูกรอบผัดฉ่า,1,1,0
4461,ข้าวผัดหมูกรอบ,ข้าวผัดหมูกรอบ,1,1,1
4462,ซุปเปอร์ลูกทุ่ง,ซุปเปอร์ลูกทุ่ง,1,1,1
4463,ต้มยำกะพงน้ำข้น,ต้มยำกะพงน้ำข้น,1,1,1
4464,ปลาหมึกพ่อค้า,ปลาหมึกพ่อค้า,1,1,1
4465,หมึกกระเทียม,หมึกกระเทียม,3,1,1
4466,ต้มซุปเปอร์เล้งตีนไก่,ต้มซุปเปอร์เล้งตีนไก่,1,1,1
4467,ไก่ซุปเปอร์,ไก่ซุปเปอร์,1,1,1
4468,ต้มซุปเปอร์แซ่บเว่อ,ต้มซุปเปอร์แซ่บเว่อ,1,1,1
4469,ต้มซุปเปอร์ ปีกน่อง,ต้มซุปเปอร์ ปีกน่อง,1,1,1
4470,ข้าวต้มรอบดึก,ข้าวต้มรอบดึก,1,1,1
4471,ไส้หมูพะโล้ทอดกรอบ,ไส้หมูพะโล้ทอดกรอบ,1,1,1
4472,ข้าวต้มเย็น,ข้าวต้มเย็น,1,1,1
4473,พัดปลาหมึกไข่เค็ม,พัดปลาหมึกไข่เค็ม,1,1,1
4474,หมูผัดเม็ดมะม่วง,หมูผัดเม็ดมะม่วง,1,1,1
4475,ผัดพริกเผาต้มยำรวมมิตรผัด,ผัดพริกเผาต้มยำรวมมิตรผัด,1,1,1
4476,ส้มตำกุ้งดิบ,ส้มตำกุ้งดิบ,1,1,1
4477,ยำตีนไก่น้ำปลาร้า,ยำตีนไก่น้ำปลาร้า,1,1,1
4478,ลูกชิ้นหมูปิ้ง,ลูกชิ้นหมูปิ้ง,2,1,1
4479,ชุดข้าวหน้าไก่รายวัน,ชุดข้าวหน้าไก่รายวัน,1,1,1
4480,ข้าวไข่ข้นหมูสับ,ข้าวไข่ข้นหมูสับ,1,1,1
4481,ผัดน้ำมันหอย,ผัดน้ำมันหอย,1,1,1
4482,ไข่เจียวหมูสับใบกะเพรา,ไข่เจียวหมูสับใบกะเพรา,1,1,1
4483,น้ำต้มจืดเต้าหู้หมูสับ,น้ำต้มจืดเต้าหู้หมูสับ,1,1,1
4484,ไข่ขยี้กุ้ง,ไข่ขยี้กุ้ง,1,1,1
4485,หมึกเบ้อเร้อ,หมึกเบ้อเร้อ,1,1,1
4486,ข้าวไข่เจียวกรอบ,ข้าวไข่เจียวกรอบ,1,1,1
4487,หลาบ,หลาบ,1,1,1
4488,ต้มยำหมูก้อน,ต้มยำหมูก้อน,1,1,1
4489,กระเพราเนื้อพรีเมี่ยม,กระเพราเนื้อพรีเมี่ยม,1,1,1
4490,ผัดผักบล็อกโคลี่,ผัดผักบล็อกโคลี่,1,1,1
4491,ข้าวหอมมะลิคัดพิเศษตราช่อลำดวนสอาด,ข้าวหอมมะลิคัดพิเศษตราช่อลำดวนสอาด,1,1,1
4492,ก๋วยเตี๋ยวเนื้อหม้อไฟ,ก๋วยเตี๋ยวเนื้อหม้อไฟ,5,1,1
4493,เกาเหลาเนื้อเครื่องในพิเศษ,เกาเหลาเนื้อเครื่องในพิเศษ,1,1,1
4494,เหลาเนื้อเปื่อย,เหลาเนื้อเปื่อย,1,1,1
4495,ก๋วยเตี๋ยวซี่โครงหมูตุ๋น,ก๋วยเตี๋ยวซี่โครงหมูตุ๋น,1,1,1
4496,เกาเหลาเนื้อแบบไม่หม้อไฟ,เกาเหลาเนื้อแบบไม่หม้อไฟ,1,1,1
4497,หม้อกินกะข้าว,หม้อกินกะข้าว,1,1,1
4498,หมูตุ๋นหม้อไฟ,หมูตุ๋นหม้อไฟ,1,1,1
4499,ก๋วยเตี๋ยวเนื้อแบบโบราณ,ก๋วยเตี๋ยวเนื้อแบบโบราณ,1,1,1
4500,ก๋วยเตี๋ยวเนื้อหม้อตุ๋น,ก๋วยเตี๋ยวเนื้อหม้อตุ๋น,1,1,1
4501,เอ็นเนื้อเปื่อย,เอ็นเนื้อเปื่อย,1,1,1
4502,หม้อไฟหมู,หม้อไฟหมู,2,1,1
4503,หม้อไฟหมูเนื้อ,หม้อไฟหมูเนื้อ,1,1,1
4504,ไส้หมู,ไส้หมู,5,1,1
4505,เหลาเนื้อ,เหลาเนื้อ,1,1,1
4506,หม้อไฟเนื้อเตาถ่าน,หม้อไฟเนื้อเตาถ่าน,1,1,1
4507,เกาเหลารวมเครื่องในเนื้อ,เกาเหลารวมเครื่องในเนื้อ,1,1,1
4508,น้ำซุปเนื้อ,น้ำซุปเนื้อ,1,1,1
4509,ก๋วยเตี๋ยวหมูธรรมดา,ก๋วยเตี๋ยวหมูธรรมดา,1,1,1
4510,ปลาส้ม,ปลาส้ม,1,1,1
4511,หมูสะเต๊ะย่าง,หมูสะเต๊ะย่าง,1,1,1
4512,เกาเหลาไก่ตุ๋น,เกาเหลาไก่ตุ๋น,1,1,1
4513,ผัดหมูป่าราดข้าว,ผัดหมูป่าราดข้าว,1,1,1
4514,หมูสับผัดกะปิ,หมูสับผัดกะปิ,1,1,1
4515,หมูผัดพริกแห้งใบชะพลู,หมูผัดพริกแห้งใบชะพลู,1,1,1
4516,ปลาต้มส้มปลาทูแกงเหลืองปล,ปลาต้มส้มปลาทูแกงเหลืองปล,1,1,1
4517,ต้มปลากระพงขาวพริกหอม,ต้มปลากระพงขาวพริกหอม,1,1,1
4518,ข้าวคลุกน้ำพริกหมูหวาน,ข้าวคลุกน้ำพริกหมูหวาน,1,1,1
4519,หมูสับผัดกะปิทรงเครื่อง,หมูสับผัดกะปิทรงเครื่อง,1,1,1
4520,ข้าวสามอย่าง,ข้าวสามอย่าง,1,1,1
4521,ข้าวคั่วหมูพริกแห้งใบชะพลูไข่เจียว,ข้าวคั่วหมูพริกแห้งใบชะพลูไข่เจียว,1,1,1
4522,แกงพะแนง,แกงพะแนง,3,1,1
4523,ไข่กุ้งคั่วพริกแห้ง,ไข่กุ้งคั่วพริกแห้ง,1,1,1
4524,ข้าวหน้ากุ้งผัดพริกขี้หนูสด,ข้าวหน้ากุ้งผัดพริกขี้หนูสด,1,1,1
4525,แกงส้มหน่อไม้กองใส่ปลากระพง,แกงส้มหน่อไม้กองใส่ปลากระพง,1,1,1
4526,ข้าวคั่วหมูใบชะพลู,ข้าวคั่วหมูใบชะพลู,1,1,1
4527,แกงส้มผักรวมกุ้ง,แกงส้มผักรวมกุ้ง,1,1,1
4528,หมูคั่วใบชะพลู,หมูคั่วใบชะพลู,1,1,1
4529,ข้าวกุ้งผัดพริกขี้หนู,ข้าวกุ้งผัดพริกขี้หนู,1,1,1
4530,หมูผัดใบชะพลู,หมูผัดใบชะพลู,1,1,1
4531,กุ้งผัดสตอหมูสับ,กุ้งผัดสตอหมูสับ,1,1,1
4532,แหนมหมูทอด,แหนมหมูทอด,1,1,1
4533,ขาไก่ตุ๋นในซอสแกงเข้มข้น,ขาไก่ตุ๋นในซอสแกงเข้มข้น,1,1,1
4534,กุ้งพริกไทยดำ,กุ้งพริกไทยดำ,2,1,1
4535,กุ้งเสือพริกไทยดำ,กุ้งเสือพริกไทยดำ,1,1,1
4536,แกงเขียวหวานไก่ไทย,แกงเขียวหวานไก่ไทย,1,1,1
4537,ผัดผักกาด,ผัดผักกาด,1,1,1
4538,กระเพราไก่ทอด,กระเพราไก่ทอด,1,1,1
4539,ไก่แผ่น,ไก่แผ่น,1,1,1
4540,ชุดแผ่นเหล็กไก่,ชุดแผ่นเหล็กไก่,1,1,1
4541,ไก่ในแพนเค้ก,ไก่ในแพนเค้ก,2,1,1
4542,แซนวิชไก่,แซนวิชไก่,1,1,1
4543,แพนเค้กไก่,แพนเค้กไก่,1,1,1
4544,เบอร์เกอร์แพนเค้กไก่ทอดกับชีสและมัสตาร์ด,เบอร์เกอร์แพนเค้กไก่ทอดกับชีสและมัสตาร์ด,1,1,1
4545,เบอร์ริโตไก่,เบอร์ริโตไก่,1,1,1
4546,ไก่เค็ม,ไก่เค็ม,1,1,1
4547,เบอร์ริโตเนื้อนุ่ม,เบอร์ริโตเนื้อนุ่ม,1,1,1
4548,เกี๊ยวกุ้งต้มยำน้ำข้น,เกี๊ยวกุ้งต้มยำน้ำข้น,2,1,1
4549,ยำลาว,ยำลาว,1,1,1
4550,บะหมี่เกี้ยวกุ้งเกี้ยวหมู 3 เทพ,บะหมี่เกี้ยวกุ้งเกี้ยวหมู 3 เทพ,1,1,1
4551,ส้มตำไข่แดงกุ้งสด,ส้มตำไข่แดงกุ้งสด,1,1,1
4552,ข้าวหมูแดงพิเศษ,ข้าวหมูแดงพิเศษ,1,1,1
4553,ข้าวปลาอาจิแดดเดียว,ข้าวปลาอาจิแดดเดียว,1,1,1
4554,เบอเกอร์หมูชีส,เบอเกอร์หมูชีส,1,1,1
4555,ปลากะเบนทิด,ปลากะเบนทิด,1,1,1
4556,กุ้งหวานซาซิมิ,กุ้งหวานซาซิมิ,1,1,1
4557,ราเมนซุปกนะดูกหมู,ราเมนซุปกนะดูกหมู,1,1,1
4558,ปลาโซบะ,ปลาโซบะ,1,1,1
4559,ราเม็งต้มยำ,ราเม็งต้มยำ,1,1,1
4560,เซ็ตหมูทอดชีส,เซ็ตหมูทอดชีส,1,1,1
4561,ยำปูอัด,ยำปูอัด,1,1,1
4562,ท้องปลาแซลมอนสับข้าวซูชิ,ท้องปลาแซลมอนสับข้าวซูชิ,1,1,1
4563,หมูทอด ทงคะสึ,หมูทอด ทงคะสึ,1,1,1
